0,1,2
0.0,16.0734115683611,49.4353130257093
0.0,19.6430066257654,48.5982097689354
0.0,26.3683224310576,49.7152040347024
0.0,20.2588927553836,51.1474178691819
0.0,69.3834000779975,50.0958698883002
0.0,114.076797742358,50.8988585282029
0.0,24.4393741575048,50.1696722089515
0.0,17.1873982027027,50.3867385929195
0.0,93.6772214964005,53.0599768589028
0.0,21.9103959599187,51.178018395671
0.0,58.2340417730424,50.272979213451
0.0,94.0525972378858,52.9279293821286
1.0,51.5509727826632,72.1765447553564
0.0,17.9526801616614,47.8242006580844
0.0,49.7284454585394,50.0166881104765
0.0,55.3199419209429,50.7951281865964
1.0,52.3632411835434,90.3032059902374
0.0,41.2757273842882,50.3125531162551
0.0,39.3512885611607,50.8664390295524
1.0,49.3715687548277,17.6613629587628
0.0,21.4981979400359,49.1303059824448
0.0,77.0701643107785,52.0318474059836
0.0,34.39000374116,49.7614768642552
0.0,70.7917411085862,50.283977852271
0.0,59.4788930032291,49.407869133637
0.0,9.24599446369723,47.3262199351205
0.0,28.7764665865183,49.7482766469899
0.0,52.1186562734473,49.1253483322372
0.0,68.5490316743291,52.0411910614212
0.0,37.4737287021111,49.430268082363
0.0,110.49662767805,52.4201707692906
1.0,51.0521319170271,72.540714278318
1.0,50.7620052174481,76.680751538159
1.0,49.3329279534684,15.6682022858183
0.0,85.4596023283754,50.5263144801685
0.0,56.2503277562294,50.2632676533256
1.0,50.381352001724,73.7633087431685
1.0,49.6648550052059,43.2124183709653
0.0,34.5611360805796,49.6108755122157
0.0,56.1201946698631,50.4187689450487
0.0,37.6206621361018,50.7652226062079
0.0,7.39755822054688,48.8094940320248
0.0,45.8816547632096,50.8550097468366
1.0,52.0209200219962,54.2509469726447
0.0,37.1363938598049,49.9510520250466
0.0,54.9102104430989,51.9374374194565
0.0,34.578933138697,50.5502893957382
1.0,49.5424981050206,51.0774762388177
0.0,21.1773979655516,48.7288349970919
0.0,20.5307228121275,49.0436789120633
0.0,68.1792929499653,49.1543793863539
0.0,83.9540646046532,51.2767740598658
0.0,20.2025984902683,50.3397836356908
0.0,21.5151533893432,49.893769479607
0.0,22.8422267605344,48.6948117472666
0.0,17.0815543576112,50.0814024037486
0.0,110.844855577881,51.6378945506032
0.0,20.3931002623935,49.0604068426905
1.0,50.4564256506471,40.5696143188922
1.0,49.9859032474097,29.8364419559312
1.0,50.6332182891113,80.3200393144918
0.0,15.8247115971288,49.4490905924132
0.0,16.836138474498,47.6391353253569
1.0,51.0925177245955,64.9375857511782
0.0,29.0232355041481,49.6580293648707
0.0,11.4337127253551,48.0790425289796
0.0,20.8646175470707,48.7241805987063
0.0,14.384574074708,50.5281637285802
1.0,48.752030237832,15.5038913132219
0.0,39.722348293193,48.3524233718618
1.0,48.9550997050301,22.5208194948513
0.0,68.7636023883266,52.0992131682049
0.0,15.3983306956619,51.276120237238
0.0,55.0679009522087,52.7493478760913
1.0,51.030647993681,91.4237521972709
0.0,9.75107956248865,47.8387236622552
0.0,48.1970429526494,52.8077460596822
0.0,80.053107226113,50.9779013775842
0.0,34.9585386730076,50.759709925519
0.0,32.9755438344523,47.8482434006279
0.0,81.8321320815149,49.924876408448
0.0,7.53074499906521,48.4025731366587
0.0,7.41276006158205,49.0174741362083
0.0,27.4145522127736,50.208715449156
0.0,29.7253504649709,50.6479020828702
0.0,17.8623231900098,49.270555486938
0.0,16.5014219417941,48.4551846937952
0.0,52.5456726611245,50.8055718170859
0.0,16.3460087996765,48.3939920310953
0.0,35.4349027353465,49.6168467489732
0.0,99.502235168131,52.812035372902
0.0,70.7284785938476,51.9071047708529
0.0,34.4049667141285,52.1002008911062
0.0,52.4046873431382,52.0664251385792
0.0,25.6319735465883,50.5715238318374
0.0,18.2653981845071,50.5382636405854
0.0,44.6035355986403,48.8234804691259
0.0,5.01661780764863,50.1583687601949
0.0,66.9475841100809,49.8987894669786
0.0,22.9657163275775,48.4662037545302
0.0,22.8353853011585,52.0477656343881
0.0,7.03589763033719,48.7275581230245
0.0,40.9500425998917,50.4703071974488
0.0,61.4250655796403,50.8176166711866
0.0,39.5763867495847,49.6931077549169
0.0,26.5817781020155,50.0210330845065
0.0,20.1600502164557,47.811797204651
0.0,39.2889029837054,51.4385624321906
0.0,36.8548278491763,49.4059300541333
0.0,55.1975832669343,51.3606561577546
0.0,71.5470015099474,50.2650752333089
0.0,33.8699358367197,50.2395886775248
0.0,99.0257533442971,51.1542524910655
0.0,75.9638394816226,52.4781410970246
0.0,45.6138770396605,51.0252308079424
0.0,11.587007456774,47.7877822070806
0.0,29.3935945892011,48.6188596849165
0.0,21.2437469812576,47.7038890877792
0.0,40.3163556899024,52.4939567180682
0.0,59.9545404270155,50.831669661163
0.0,37.0994745453249,49.9854359109674
0.0,7.6571105892393,49.9495712324907
0.0,30.7444379115891,50.50589949111
0.0,26.4454673206264,49.194185695329
0.0,80.9798224757987,51.4294374856186
0.0,20.7511598207921,51.2160814966263
0.0,54.4704104615511,51.6146268944137
0.0,45.7870772711129,48.9688066888053
0.0,36.1883865158385,51.8273294908606
0.0,13.8410125113721,49.1487386983822
1.0,50.6572314651148,136.081895392675
1.0,50.7532035311604,98.1800120379827
0.0,77.548335802471,50.6512837312329
0.0,28.7544340610791,49.9178955675241
0.0,54.7662952279696,49.3547676508534
0.0,37.1413595830667,49.9568654637914
0.0,82.6182576865147,50.6635197074077
0.0,54.5847458885281,49.2721244439874
0.0,50.6568781743071,50.7203370653598
0.0,32.6804517756078,50.8228803611681
0.0,37.0002650393145,50.318882126174
1.0,48.992796768128,26.2895510104304
0.0,30.6122292611427,48.6577148519503
0.0,59.7795189626751,51.4090924532062
0.0,24.0670496580623,49.6988464412409
0.0,25.7864104740434,49.5503115265376
1.0,49.8195791073483,27.3686104772693
0.0,54.8679348978619,49.3883168543657
1.0,50.9400356934718,52.1200970536004
0.0,115.863277748969,52.4764529984036
0.0,26.4645071052073,50.5041600494231
0.0,48.3572005309915,50.8127524469077
0.0,31.5241100667953,49.2477383814416
0.0,65.5016034423019,50.6820255069358
0.0,67.901484305133,51.3597694742472
0.0,61.0927035184724,50.0725826516567
0.0,37.4902822097133,49.9484699983972
0.0,35.7625679966488,49.8447939821827
0.0,49.9794969022865,49.7828569426599
0.0,19.7435423292505,49.456199888058
0.0,14.9251842338851,48.5647535881248
0.0,34.9784368995413,50.4426933315225
1.0,50.3253911447264,107.824198097132
1.0,49.1411904909272,31.3723445953268
0.0,74.0240056490023,52.2331735168378
0.0,30.0868821035859,49.9017717548935
0.0,86.4128767262751,49.853455354525
0.0,34.9221005914533,51.0527899960317
0.0,19.6071665688363,49.4724316295048
1.0,49.2846866626273,34.6493034569458
0.0,48.3090903185653,50.8771750013934
0.0,22.017033013148,49.0637674621227
0.0,21.1182049852119,49.3817899523673
1.0,51.0568449080203,30.6804246110339
0.0,20.9376634684727,49.7840315086622
0.0,13.1714914558049,49.2179269177228
0.0,55.7536761080946,51.5948413016141
0.0,22.5942809486543,49.5984507306304
0.0,25.3147597504149,50.4696439744865
0.0,55.9362221982996,50.8447451357119
0.0,22.2590125364234,50.3179028602466
0.0,30.1751823648865,50.5573532154467
0.0,25.4815970462042,48.6656976906101
0.0,80.5142544330946,52.3081895179484
0.0,12.0179606249421,48.3331962834755
0.0,40.810736553849,50.8969513696549
0.0,17.5719872235703,50.3412241269004
0.0,33.4120166388993,49.5455862242294
0.0,39.158619725515,50.5165540103498
0.0,4.94652535101485,49.4373911905202
0.0,8.15543111344235,49.9406323096545
0.0,102.55457601265,51.0580972353
0.0,27.0804065672209,51.2569033431691
0.0,25.5760094008056,50.9503892543995
0.0,56.1422532377018,49.7640120949696
0.0,101.263129626494,51.9304771899387
0.0,34.9476420297182,49.5827954185604
0.0,25.3978133959922,51.4560902591161
0.0,44.7591029898405,50.0089904379047
0.0,54.3067968093383,50.9009673247279
1.0,50.5046756514614,31.0464708831801
0.0,6.99558362073876,48.1478549817563
0.0,26.8693284842813,50.9972530104441
0.0,61.045902726973,50.4522527852103
0.0,26.0979076057119,50.1598479934169
0.0,24.1981421407927,49.5289605158003
0.0,109.707688149053,49.7631490337332
1.0,48.8350270352037,34.0235900533633
0.0,7.30758336606487,47.7503926264655
1.0,52.1798139627213,44.3960422240211
0.0,16.9919214292166,49.8659526802789
0.0,43.1510168987495,49.0233544138392
0.0,19.9038681735195,51.2714479556709
0.0,39.6942298079527,49.2757726210144
1.0,49.9769485809624,19.7323798039786
0.0,90.9612958728372,50.9074124649047
0.0,46.4163437993099,50.2663162632373
0.0,49.0236400723699,49.3442439417078
0.0,55.5440914626589,52.9494478187033
1.0,49.7544746333603,20.4015495798948
0.0,46.9272951808287,50.5832620255678
0.0,40.2901802752701,51.2733100954123
1.0,50.2624303838269,59.9748395783677
1.0,49.411181716637,31.0391629844576
1.0,47.557348167214,9.72254825618414
0.0,50.2042164215063,50.4992409589082
1.0,48.5007242560939,17.6317353549451
0.0,113.194198997094,51.208280226822
0.0,36.57853023285,50.5021962565989
1.0,50.6791246862976,23.823540287961
0.0,17.7986631253786,51.2113353937752
0.0,51.553753240023,52.5930376891569
1.0,50.7345879673259,64.2969972287039
0.0,9.8906057227484,49.3188811909476
0.0,78.8191239770431,49.881465269157
1.0,51.3637085733351,125.03160570673
0.0,23.6807526167679,50.181608038822
0.0,42.6344715523853,50.3111191561604
1.0,48.4265065365051,18.5145501154464
0.0,24.1333105352723,49.7935162555663
0.0,34.5062261211758,51.4020382287506
0.0,7.56059991200443,49.1060783898271
0.0,69.7024157050512,51.9951649496304
1.0,51.248368689175,36.5563365082726
0.0,21.9538425477557,46.8236624900396
0.0,19.0002354049343,48.4990543333519
0.0,41.5645893138711,49.6472201521805
0.0,43.1524953686875,52.8934478112453
0.0,25.7553195182908,50.1150672902907
0.0,27.4595127425208,50.189420193295
1.0,50.0832126935479,41.7916718473155
1.0,51.173618863105,29.826032084957
0.0,63.3037677192819,50.9538851079956
0.0,8.57200023598197,48.1679453470188
0.0,13.6329795823689,48.5650621768245
0.0,43.6344534502442,49.9196489865066
0.0,4.90905789402239,47.9432229572781
0.0,7.50761053510543,49.4104683454987
0.0,31.4353858002332,50.9071136426185
0.0,7.81414967422713,50.5376639350061
0.0,13.4159039633254,49.0129316440196
0.0,32.6240483384493,50.1774741092254
